treatment,age,education,black,married,earnings_1974,earnings_1975,earned_above_median
0,13.635113333838067,13.484752169405079,1,0,0.0,0.0,0
0,24.231613473287002,14.10897688065716,1,1,0.0,5001.954743298504,1
1,28.482396801139604,6.5330610039276245,1,1,4781.413896043751,204.54514854933947,0
1,22.30231670732349,10.442986614265665,1,0,3742.5706349946536,7803.801318607729,1
1,27.943167340732906,10.172860378175084,1,1,0.0,5099.3599263292435,0
0,18.949262503600735,9.151792368831803,1,0,3426.6659261818027,868.6861343697948,0
0,24.01350460005666,10.983831076302774,1,1,1527.4858805607669,1568.514010893727,1
0,27.215782286260424,10.082250137283754,1,0,0.0,5288.997166107142,1
0,26.327626139443947,8.529102159215913,1,0,8822.746557932895,0.0,0
0,13.761744371966676,9.946789789926036,1,0,3261.5552757840255,987.2614929103381,1
1,21.9269583439014,12.40918915873678,0,0,0.0,6944.555969409184,1
1,36.74224051218824,10.36507619376535,1,0,5021.37803536178,4203.531488080138,1
0,21.552877479686376,11.253909496512264,1,0,0.0,0.0,1
1,25.110652808782877,9.445893799441818,1,1,479.1573323706807,2506.31875558639,1
1,24.39270974615739,10.90412802030323,1,0,2145.891071501744,0.0,1
0,35.97767831243756,7.58157093903364,1,0,0.0,407.3060068427544,0
1,34.03257685536269,9.000559001160415,1,0,12197.012032208373,2568.2803810475634,1
0,30.652716998731666,9.794662782868144,0,0,0.0,3131.4405811434203,1
0,18.187303806392265,7.447328158746925,1,1,2417.449872871254,3834.139917476907,0
0,27.51428134434456,8.339566562215456,1,0,4235.56885446753,5448.119286270735,1
1,28.975592201525924,10.626223537147784,1,0,2330.791540156811,0.0,1
0,20.109766150827618,10.259663832576065,1,0,1030.4794725233587,1576.8672887995024,1
0,18.906380259066175,11.612730849315417,1,0,0.0,0.0,0
0,36.93509903044921,8.798977963629673,1,1,0.0,223.65952924513817,0
0,22.894376814481497,10.115204452010483,1,0,0.0,0.0,0
1,36.30483773237804,8.656265178232342,0,1,8587.843327099572,3098.0911571766346,1
1,31.979656288461737,11.412257098218653,1,0,0.0,4869.661471807823,0
0,27.85513747662725,12.381492232050494,1,0,14040.239734115721,5042.4455167437,1
0,28.167720054516394,10.966649654505606,0,1,5846.065785256302,0.0,1
0,15.197063077684627,12.122388552553165,1,0,0.0,1105.4462514592049,0
0,26.447423458840916,10.064999725775724,0,0,7046.250490874369,0.0,0
0,34.919142890871385,11.611187669990352,0,0,1802.30508795354,0.0,0
0,29.769376522299265,10.15083548522492,0,0,0.0,0.0,1
0,26.080356809450873,7.950143866828464,1,1,9403.829119025391,2598.5526109572943,0
1,36.98356037071921,10.493442777397213,1,0,0.0,3160.528137106065,1
1,23.704714941374373,8.009406612418982,1,1,0.0,3593.5344207895605,0
0,20.66311027484821,14.67825790313782,0,0,4201.064094876842,3395.5469049743206,1
0,26.0768234125478,9.33182368244933,1,0,8499.849901514914,0.0,1
1,30.365271576781172,11.290075710897995,1,0,2735.1251099096853,5284.828861502471,1
0,12.975441329342173,9.97517356094881,1,0,2334.188348213898,4070.4961151095745,1
1,26.994080504432922,7.532773151928188,1,1,0.0,179.3914890211891,0
1,30.67241510875417,6.2029539398708575,1,0,8404.238354579767,300.25704943816027,0
0,23.112508622921972,11.498027910148263,1,0,2789.0844047291657,0.0,0
0,32.74875336411849,13.09868185354212,1,1,837.5184864647991,0.0,1
1,29.488306636877493,8.530392585579284,1,0,142.76148903088597,3631.2795377438033,1
0,39.98968182957754,6.686614960880819,0,0,7850.223335287514,4130.597709779254,0
1,19.745779716931494,9.34967453515675,1,1,630.9878607248836,0.0,0
1,30.814968953472626,8.125765909522533,1,0,7864.626661557799,0.0,1
1,17.878732645418168,8.699368640275814,1,0,0.0,0.0,0
0,13.692434841062918,11.220747399450572,1,0,6144.910709183342,1852.7828227813725,1
1,10.75128410027489,9.899073905194324,1,0,3259.738609917228,0.0,0
0,28.768268156778486,8.340984882235965,0,0,0.0,5108.991935863198,0
0,26.28973539760872,11.17700157252239,1,0,1612.9338532903446,4917.464781626539,1
1,21.646642598467725,11.333744690151581,1,0,0.0,2857.903820356486,0
0,12.58546966235271,9.325885027910749,1,0,0.0,4091.1543993433424,0
1,20.167293617029266,10.27583304183612,1,1,0.0,1688.0172414050687,0
1,25.028651053728193,11.041003766153949,1,0,13286.000521806176,2988.4927834461405,1
0,30.552185567551685,10.852206261966794,1,0,0.0,0.0,0
